Multi Channel DataManager 1.8.4.0 ASCII Export
File version: 1
Stream label: Data Acquisition (1);MEA2100; Electrode Raw Data1
Stream type: Analog
Data subtype: Electrode

TimeStamp [µs],47 (ID=0) [pV],48 (ID=1) [pV],46 (ID=2) [pV],45 (ID=3) [pV],38 (ID=4) [pV],37 (ID=5) [pV],28 (ID=6) [pV],36 (ID=7) [pV],27 (ID=8) [pV],17 (ID=9) [pV],26 (ID=10) [pV],16 (ID=11) [pV],35 (ID=12) [pV],25 (ID=13) [pV],r<ef (ID=14) [pV],14 (ID=15) [pV],24 (ID=16) [pV],34 (ID=17) [pV],13 (ID=18) [pV],23 (ID=19) [pV],12 (ID=20) [pV],22 (ID=21) [pV],33 (ID=22) [pV],21 (ID=23) [pV],32 (ID=24) [pV],31 (ID=25) [pV],44 (ID=26) [pV],43 (ID=27) [pV],41 (ID=28) [pV],42 (ID=29) [pV],52 (ID=30) [pV],51 (ID=31) [pV],53 (ID=32) [pV],54 (ID=33) [pV],61 (ID=34) [pV],62 (ID=35) [pV],71 (ID=36) [pV],63 (ID=37) [pV],72 (ID=38) [pV],82 (ID=39) [pV],73 (ID=40) [pV],83 (ID=41) [pV],64 (ID=42) [pV],74 (ID=43) [pV],84 (ID=44) [pV],85 (ID=45) [pV],75 (ID=46) [pV],65 (ID=47) [pV],86 (ID=48) [pV],76 (ID=49) [pV],87 (ID=50) [pV],77 (ID=51) [pV],66 (ID=52) [pV],78 (ID=53) [pV],67 (ID=54) [pV],68 (ID=55) [pV],55 (ID=56) [pV],56 (ID=57) [pV],58 (ID=58) [pV],57 (ID=59) [pV]
14500,5602870,3099460,1609335,-2145780,3099460,3159065,-1072890,238420,3039855,-953680,-4947215,357630,715260,-238420,-298025,10669295,2503410,6079710,2086175,1907360,-119210,-3397485,-536445,4470375,-1013285,-8702330,-4470375,7569835,-119210,-1609335,-6973785,834470,2503410,11146135,2443805,5424055,-2801435,1668940,-2563015,-178815,6198920,-7033390,6496945,-2086175,1609335,3278275,-2264990,834470,3814720,1907360,13709150,11265345,-953680,3814720,3039855,-3218670,1370915,1132495,-1728545,2264990
14600,-3159065,-5960500,357630,119210,-2920645,3695510,-1072890,-2980250,-2980250,-2563015,-6020105,2622620,-3099460,-8046675,596050,2741830,-1490125,894075,-357630,-4112745,-5781685,-5185635,-4053140,4112745,-1430520,-10371270,-7629440,2682225,-5304845,-119210,-4351165,-2920645,-1251705,2801435,-5126030,-4768400,-3874325,-9000355,-10311665,-4708795,-4649190,-6079710,7569835,-7271810,3695510,-3159065,-3874325,536445,-2682225,1192100,14603225,8225490,-3814720,-1490125,-2145780,-834470,774865,2920645,-7689045,-3695510
14700,2682225,-8404305,-4470375,-3576300,-4768400,-7033390,2980250,-4529980,-119210,-2980250,-4768400,-8761935,-4112745,-10848110,-476840,-2324595,-5483660,-9357985,-7748650,-5602870,-6616155,-4708795,-6198920,-1847755,-596050,-10728900,-4053140,-2741830,-119210,-5900895,-8583120,-8702330,-1311310,-3933930,-9834825,-2741830,-1609335,-3457090,-9596405,-3933930,-7629440,-7748650,3159065,-10311665,2026570,-3695510,-774865,1490125,-2503410,-10073245,-21219380,-9834825,-21696220,-1847755,-4410770,-4887610,-4887610,4112745,-7092995,-5304845
14800,3755115,1847755,59605,1609335,298025,-2741830,6794970,-1490125,-1788150,2443805,1132495,-953680,-1132495,-2801435,-417235,119210,1966965,-5185635,1668940,-655655,-238420,-953680,238420,238420,-2682225,-5900895,2384200,-357630,1013285,-2980250,2264990,1490125,536445,-536445,-417235,2324595,417235,894075,-2741830,4410770,-6139315,119210,953680,655655,-894075,4470375,5841290,4768400,1788150,-5960500,-17523870,3755115,-9357985,3755115,-2741830,4410770,1430520,4708795,-3099460,-3695510
14900,5364450,6437340,2443805,2205385,4529980,-1728545,5543265,-1430520,4708795,5662475,3159065,2264990,4947215,1609335,-655655,1311310,4231955,4589585,7092995,417235,715260,-2920645,-2622620,834470,3159065,59605,894075,1847755,-536445,238420,-655655,2563015,1788150,4649190,1013285,894075,536445,2563015,-3218670,8761935,-59605,3516695,6020105,1847755,-1251705,2980250,6258525,1668940,7510230,59605,10907715,7987070,-3397485,9656010,4589585,2205385,-1728545,1966965,-417235,-238420
15000,9298380,-1072890,3278275,5304845,6496945,4649190,5841290,119210,3635905,1192100,178815,1490125,774865,1192100,-357630,3159065,1907360,5066425,6675760,596050,-655655,655655,2026570,1132495,2503410,-417235,536445,7569835,2503410,2980250,-2682225,4589585,2384200,3993535,298025,-8225490,2503410,5424055,-119210,3457090,6556550,8761935,2861040,8225490,1192100,5245240,2026570,-1251705,894075,1966965,11324950,7748650,-238420,3993535,3576300,1609335,2205385,5185635,-655655,-3397485
15100,4768400,238420,3576300,2145780,2861040,2801435,2861040,-715260,2026570,4947215,894075,-2384200,1251705,2086175,0,417235,774865,59605,3278275,-417235,0,-119210,-2086175,-953680,4947215,-3218670,-3695510,4649190,2443805,4470375,3039855,2980250,1132495,1788150,-715260,-6258525,5304845,596050,-3516695,-1728545,5960500,3993535,8761935,5841290,6556550,2205385,-596050,3337880,-834470,1311310,4351165,13172705,-3039855,8344700,5245240,-1251705,1370915,6198920,-2384200,-2563015
15200,6973785,59605,1966965,6496945,3039855,5900895,5841290,-2205385,-2384200,2920645,1788150,-1728545,1132495,894075,-178815,-2086175,1490125,-715260,3576300,-1847755,-178815,3874325,-3993535,-3635905,3218670,-5126030,-2443805,-2324595,-238420,-1072890,1311310,0,1668940,894075,-4053140,-417235,1311310,2861040,1192100,-3814720,6496945,178815,2026570,476840,2026570,-4410770,3874325,4410770,1132495,-1370915,16510585,23663185,476840,8165885,5364450,1192100,-3695510,7808255,-4172350,1251705
15300,3457090,238420,-1370915,4529980,2026570,1251705,5722080,-5126030,1192100,715260,2563015,774865,715260,3635905,-476840,-2205385,-1668940,-8404305,2622620,-6139315,-2205385,-2026570,-2443805,-834470,-953680,-6139315,-596050,-1072890,-5245240,1668940,-1430520,-5662475,-5185635,-2026570,-1132495,-3993535,3576300,2801435,655655,4053140,-2741830,298025,5364450,-2861040,-2384200,-4470375,3755115,2741830,834470,-2861040,12993890,13768755,-1490125,7689045,-417235,6616155,-1251705,2920645,-3695510,1549730
15400,5662475,1847755,-3814720,894075,-655655,2086175,238420,-4172350,1609335,2086175,7748650,6020105,5483660,3635905,1430520,-59605,1668940,-3516695,4291560,-4053140,834470,5066425,-4351165,5781685,5841290,-2861040,-1072890,1490125,-3993535,1966965,-1192100,3099460,-1847755,-2563015,3814720,2264990,5602870,3159065,3039855,6914180,-1490125,-1966965,7212205,-2264990,6020105,1788150,7569835,4529980,-1311310,-2086175,9775220,17881500,5543265,7152600,2861040,-715260,1490125,6377735,536445,1013285
15500,536445,-4828005,-953680,-2086175,-4649190,-2563015,1609335,-1072890,-4231955,-59605,238420,1311310,-536445,2086175,-715260,-238420,1907360,-2920645,-238420,-3814720,-4708795,-59605,-476840,2741830,-1668940,-9477195,-6973785,-2682225,-1192100,-6258525,-3695510,-5245240,-953680,-3099460,2264990,-1311310,536445,-3695510,-3993535,-3099460,-4053140,-8463910,1907360,238420,3993535,-1490125,2264990,1072890,-1370915,4470375,1847755,21696220,298025,-536445,-4649190,-596050,6198920,2563015,1192100,-1668940
15600,-2086175,-5424055,-4649190,-4828005,-10073245,-5841290,-3755115,-8106280,-12397840,-4410770,1013285,0,-3576300,476840,-476840,-5245240,-417235,-4112745,-8583120,1609335,-8106280,-5781685,-5841290,-2205385,-59605,-9179170,-5602870,-8940750,-3635905,-7092995,-2861040,-8523515,-3099460,-5483660,-2563015,-10669295,-7569835,-4410770,-6377735,-5602870,-5126030,-9894430,298025,-5424055,-4112745,-2861040,1311310,-1728545,-2503410,-5006820,-28252770,3635905,-22232665,-10371270,-9417590,-2324595,-4410770,-3814720,-8761935,-5126030
15700,953680,-1311310,-1370915,-715260,59605,2503410,1430520,-2682225,-834470,-5126030,1609335,3993535,2980250,1788150,-1311310,4172350,2145780,5900895,2384200,1907360,1728545,1311310,655655,1251705,4351165,-8702330,3337880,-2980250,774865,4708795,-3755115,-1430520,1549730,-3278275,1549730,-4053140,-1490125,-1311310,-3159065,5602870,2384200,7092995,2622620,-1311310,655655,1668940,1966965,-1192100,-2205385,-5960500,-12576655,-953680,-21398195,476840,5483660,1430520,-1788150,-953680,-1192100,1132495
15800,2682225,1490125,-2324595,-2264990,4708795,5126030,3337880,-5424055,4768400,-8165885,-238420,1251705,2324595,1728545,1132495,4887610,6973785,3576300,5245240,4649190,-298025,4291560,1549730,-2741830,-953680,-9119565,4112745,-5543265,-7808255,2205385,-1251705,-2145780,2324595,-4529980,5722080,-774865,2563015,2086175,2384200,3695510,-894075,4470375,4172350,-2086175,1192100,-1013285,4708795,1668940,5364450,-4529980,6198920,7808255,-16689400,2801435,1370915,6735365,536445,3516695,6079710,-2384200
15900,-1013285,-298025,-4828005,-1490125,-2861040,774865,-3278275,-10132850,-1430520,-6198920,178815,2264990,-1609335,-5245240,-476840,2384200,2264990,-1132495,3278275,-1072890,-5185635,-1549730,-2145780,-9954035,1013285,-9179170,1251705,-7331415,-6020105,-5185635,1668940,-7092995,1251705,-3814720,3933930,-3933930,-3516695,-4947215,1549730,-417235,-3874325,-6258525,4828005,-5841290,-3695510,1728545,-3635905,1788150,1847755,-5304845,5900895,4887610,-21755825,-5006820,536445,-3337880,-5185635,-417235,-1549730,-2741830
16000,-596050,-1609335,7987070,2264990,-536445,5364450,-1072890,-1549730,-1430520,-2443805,3695510,4172350,-2086175,-178815,-119210,4470375,7510230,4112745,5364450,-1609335,2443805,-2801435,-2145780,-1072890,9954035,-2443805,476840,1609335,4053140,-1430520,-1013285,-2205385,4887610,1549730,3397485,1728545,774865,-10252060,1251705,6079710,-417235,4231955,1907360,4708795,-2503410,-1311310,1907360,3397485,5483660,2563015,-3099460,9894430,-15974140,774865,2145780,2205385,-1370915,8702330,2443805,2801435
16100,6198920,-3278275,1788150,1966965,-5841290,3695510,5066425,-6973785,-655655,-357630,953680,3457090,2384200,1370915,-119210,4291560,417235,1549730,3933930,4529980,715260,3218670,-1251705,536445,6318130,-3576300,-2682225,3516695,9179170,-2086175,-5900895,1966965,6377735,-2980250,6735365,9656010,-3516695,-2801435,238420,1251705,119210,5841290,1251705,953680,-2384200,1609335,5722080,-834470,3755115,1490125,5424055,11146135,-7987070,3039855,7033390,5185635,1788150,6258525,-3457090,-2205385
16200,7033390,715260,5483660,6675760,-4351165,2563015,5245240,-1490125,1907360,2264990,1430520,2384200,4112745,4470375,1370915,4410770,596050,5185635,2443805,2682225,2264990,5185635,-894075,-119210,2563015,-357630,3039855,-1132495,4589585,-2861040,1192100,5543265,2026570,8940750,8404305,6973785,-1847755,5662475,3397485,2384200,5900895,2324595,2503410,-3397485,3397485,-4172350,6675760,953680,6079710,-655655,8285095,22292270,-596050,-238420,1728545,3516695,1490125,4351165,3039855,3218670
16300,-715260,5483660,-178815,4410770,-2861040,-536445,1728545,-3159065,178815,5364450,-2920645,1370915,8881145,1311310,1311310,1966965,238420,7569835,-3278275,-119210,-4529980,-1013285,6914180,-2086175,-1668940,-8344700,-2145780,-476840,3755115,-5722080,-2980250,2801435,-1490125,-1311310,5364450,1907360,298025,6735365,238420,-1966965,1430520,0,6258525,-3337880,1788150,-6377735,4351165,-1311310,59605,-3337880,12040210,26881855,-1609335,655655,-1311310,-655655,-1668940,4828005,-2264990,-476840
16400,119210,8404305,5900895,4410770,-2682225,894075,1132495,-238420,-2264990,3933930,-2205385,2384200,5006820,834470,894075,6496945,3755115,3337880,1192100,4529980,-1192100,0,3933930,-2205385,4053140,-5483660,3397485,-2086175,2026570,2443805,1430520,1370915,3933930,-6139315,3576300,-1966965,-1311310,5066425,2384200,-894075,6198920,5304845,4172350,-3159065,5841290,-8225490,3039855,298025,655655,2563015,11265345,31709860,4470375,5543265,-715260,-1966965,1907360,7152600,-596050,-1549730
16500,59605,6437340,7808255,1251705,-1907360,-1251705,1549730,-1370915,-3099460,2920645,536445,894075,1013285,4231955,1132495,10609690,1549730,5722080,8523515,9000355,-2384200,-894075,417235,-1728545,3218670,-596050,5364450,-298025,4529980,3218670,2563015,3457090,9238775,-238420,655655,3874325,9417590,-417235,-596050,-1609335,6198920,1847755,6914180,2861040,5424055,-3874325,-834470,3635905,2205385,3397485,15616510,32365515,11086530,2026570,-4351165,1847755,953680,2741830,-953680,3099460
16600,-596050,6437340,-953680,-4529980,-5006820,-3933930,3516695,-5006820,-4708795,-3695510,-8642725,2026570,-1847755,-417235,-417235,5364450,-1788150,3397485,2384200,3159065,-4887610,-774865,-5543265,2443805,-417235,-12219025,-2264990,-5960500,715260,-3874325,-298025,-953680,6079710,3814720,1490125,-4053140,1549730,-5066425,-1072890,-4112745,-5602870,3874325,1430520,3993535,-2980250,-5602870,-4053140,-5662475,4947215,476840,11682580,31829070,6437340,-12874680,-9238775,-476840,2563015,655655,-4112745,4529980
16700,-3337880,1311310,-3993535,-2324595,-7331415,-6616155,-2682225,-10132850,-6258525,-6079710,-5900895,-1847755,-7808255,-1966965,894075,-1907360,-6794970,-4172350,-2026570,476840,-5722080,178815,357630,119210,-2324595,-9834825,-1072890,-6496945,0,-8344700,-5781685,-5304845,-1966965,9298380,-298025,-6258525,-4351165,238420,-4529980,-5364450,-6675760,-1311310,-1490125,2443805,-10013640,-5602870,-4351165,-6258525,-774865,-4231955,-10848110,7271810,-13828360,-12040210,-9656010,-2563015,-238420,-59605,536445,-178815
16800,6735365,59605,1668940,2622620,-3397485,298025,2443805,-5543265,-119210,-1013285,3516695,7271810,-2980250,1788150,-1013285,5126030,-2086175,-59605,-834470,3576300,-1728545,-119210,9715615,3397485,6735365,-3099460,417235,-1013285,9775220,417235,5602870,-3516695,1907360,8404305,2205385,2086175,-5424055,3993535,-2563015,-1788150,1370915,8881145,4649190,4828005,4172350,-1132495,536445,2264990,1788150,4112745,10490480,20802145,-12934285,1490125,-6556550,536445,5543265,6496945,2741830,-1490125
16900,1251705,-3159065,-536445,1490125,-4410770,3218670,4529980,-5960500,-59605,-2205385,-2682225,2503410,298025,-1668940,-715260,1013285,-4947215,894075,4231955,-655655,-1251705,1549730,6496945,-4112745,6854575,-5543265,6973785,-1013285,5185635,4172350,774865,5126030,894075,5364450,357630,894075,-5006820,2443805,655655,4887610,834470,1132495,596050,-3993535,-1490125,-1728545,-4947215,-894075,4589585,4053140,9417590,20206095,-13470730,2264990,119210,1668940,4649190,4589585,357630,-3874325
17000,6794970,-4351165,6318130,6973785,5066425,-2145780,0,3397485,-2801435,178815,-536445,2205385,2145780,-1966965,-357630,5424055,-3814720,2563015,5245240,2205385,2920645,953680,3397485,-894075,6198920,-894075,8821540,5781685,5006820,2145780,1430520,4410770,4231955,3933930,9357985,1192100,-1907360,-357630,178815,8106280,11563370,3337880,6139315,3099460,-2086175,7689045,-1490125,-1251705,-715260,5781685,19788860,21755825,-2026570,4887610,7927465,12636260,3397485,7450625,4351165,417235
17100,3218670,-2682225,6556550,2026570,-119210,-4112745,1430520,-536445,-1490125,953680,-119210,-1788150,1609335,-596050,-774865,7510230,-2801435,5960500,1788150,596050,-3695510,2563015,3218670,-476840,1788150,-2563015,6496945,-476840,6556550,5960500,2205385,-59605,-178815,-5483660,4947215,-7748650,-5483660,3218670,-2384200,238420,6496945,1490125,8761935,3039855,596050,3576300,-6139315,2861040,1132495,298025,10311665,22590295,6616155,4291560,894075,12397840,-1490125,6854575,-1192100,-3993535
17200,-4291560,-6139315,-1430520,-6496945,-8583120,-5543265,-655655,-9238775,-894075,-7510230,-2682225,-6020105,-1490125,-9477195,-953680,-3635905,-1609335,-1490125,-1013285,-10252060,-7271810,357630,59605,-2503410,-4589585,-6556550,-7450625,-4291560,-1966965,-2205385,-6258525,-8046675,-4112745,-10013640,-2384200,-11324950,-7987070,-536445,-3695510,-6616155,-3159065,-10788505,178815,1728545,-4589585,-1490125,-11205740,-4351165,-3039855,-7927465,-2443805,11563370,-8463910,-1490125,-5900895,1966965,-7271810,-357630,-1370915,-3635905
17300,-9477195,-10311665,-7748650,-5066425,-7331415,-6020105,-4589585,-11324950,-4589585,-7689045,-7092995,-9179170,-10013640,-8344700,-715260,-4887610,-5066425,-7987070,-2086175,-11682580,-9536800,-2622620,-5960500,-4828005,-16033745,-14543620,-7748650,-3695510,-5066425,-5781685,-13828360,-13530335,-8344700,-10311665,-3218670,-12636260,-12219025,-6616155,-7450625,-6735365,-9834825,-19848465,-5781685,-6139315,-12219025,-14782040,-16331770,-8344700,-3397485,-10490480,-27239485,-19610045,-41187055,-3278275,-6616155,-4887610,-11265345,-6020105,-8642725,-8046675
17400,-1251705,2622620,6258525,3993535,8285095,-2443805,2741830,536445,6973785,2384200,1788150,4947215,-1847755,5185635,-119210,1907360,476840,2086175,834470,1430520,-1966965,2384200,2384200,5364450,-2205385,-4529980,2980250,10013640,-834470,8165885,-3814720,-2563015,3218670,3516695,3159065,-655655,2324595,3278275,3397485,-1490125,2145780,1490125,3576300,1490125,2920645,1668940,-2026570,178815,10252060,-1430520,-9238775,-12219025,-29623685,1311310,4768400,7569835,-2503410,2205385,-2205385,-357630
17500,-6318130,2086175,-4828005,1251705,2026570,-6139315,-1192100,-8583120,-2205385,-2801435,-298025,-1728545,-5424055,-1907360,-1370915,2205385,1251705,596050,-536445,-6377735,-9715615,596050,-2145780,-4351165,-6020105,-3457090,-7271810,6675760,-6377735,-3337880,-7271810,-8881145,-5602870,-4351165,-596050,-3993535,-1013285,-3039855,536445,-8165885,-3576300,-834470,5900895,-4231955,1847755,4351165,-655655,-3457090,1668940,-4112745,-298025,-5960500,-22649900,-2563015,-834470,476840,-4589585,-1490125,-7748650,-8106280
17600,2741830,-3874325,-1251705,1490125,3814720,-894075,1251705,-5960500,-59605,-4112745,3159065,2503410,-1668940,1668940,119210,7629440,536445,-4112745,4172350,-1132495,-1430520,1907360,3337880,894075,-4470375,-2682225,-3397485,-1251705,-3755115,1430520,3814720,-10967320,1907360,-7808255,-1728545,-1192100,-596050,2443805,8702330,-6377735,-1609335,5841290,2205385,1668940,-4649190,4649190,774865,1251705,7212205,2264990,-14484015,-15497300,-30636970,8225490,-1311310,3933930,-1728545,1251705,-655655,-7092995
17700,10609690,1668940,-1966965,1966965,476840,3457090,7450625,3874325,4172350,2324595,6973785,5066425,-1966965,5662475,1311310,4351165,1907360,2622620,6973785,2384200,-1311310,2324595,3576300,10073245,1370915,-1668940,596050,-119210,1788150,3457090,7510230,417235,2920645,-2741830,-2980250,357630,4112745,6854575,9179170,3635905,9477195,14245595,4172350,5602870,-1668940,5066425,6139315,2741830,3039855,4887610,-715260,953680,-9179170,7510230,953680,7450625,774865,2086175,4529980,-4172350
17800,8642725,1609335,-4053140,-4172350,-178815,2026570,1072890,5424055,357630,774865,2980250,834470,-1132495,1728545,1728545,2563015,3397485,1490125,6675760,715260,-894075,3039855,6139315,2324595,-894075,-1609335,4351165,-894075,178815,6556550,6675760,-2324595,1430520,-774865,4589585,-2086175,-3218670,7033390,1788150,3874325,715260,8404305,-1907360,3755115,894075,-1668940,5841290,-1907360,238420,2205385,4112745,5602870,-6318130,-2861040,3874325,-1192100,3814720,3755115,2026570,-655655
17900,9298380,8463910,4649190,-2324595,2682225,5364450,5722080,1013285,-2145780,2384200,2145780,3218670,715260,2503410,2563015,5722080,6973785,3933930,10669295,-2264990,-298025,4172350,4410770,11324950,-59605,3874325,2145780,536445,6198920,8463910,9834825,3039855,8285095,3516695,6794970,2384200,7271810,3814720,2324595,5900895,4708795,-59605,-1966965,6079710,6914180,7092995,4768400,1728545,3039855,4470375,12099815,18239130,5543265,-3576300,6794970,59605,6556550,476840,953680,-3576300
18000,3099460,3874325,-2264990,-6794970,-2443805,953680,-894075,-7987070,59605,357630,-4768400,1490125,-3278275,-2861040,59605,774865,953680,-3159065,-1609335,-6079710,1072890,596050,536445,6616155,-1251705,-9119565,-4649190,476840,1013285,3933930,178815,-3099460,2443805,-774865,-3755115,-4529980,1311310,1490125,-8523515,5900895,-3218670,-834470,-4053140,-238420,-3218670,-1311310,-3874325,-2384200,-5126030,-7152600,5185635,1013285,-536445,-2026570,-7391020,3635905,-417235,-417235,-2980250,-5781685
18100,-6973785,-7987070,-9059960,-6198920,-4589585,-5006820,-7689045,-11801790,-8463910,-5781685,-8583120,-4053140,-11086530,-7569835,774865,-5841290,-8463910,-8344700,-10609690,-6675760,-12934285,-5006820,-6139315,2384200,-9834825,-10252060,-5006820,-8761935,-7331415,-5722080,-3993535,-6616155,-6139315,-13649545,-8106280,-14722435,-7748650,-2384200,-12815075,-6258525,-11444160,-8106280,-7569835,-6020105,-5722080,-10490480,-12517050,-5006820,-13709150,-4649190,-32603935,-35107345,-37908780,-5424055,-14901250,-8463910,-7629440,-11503765,-10669295,-10967320
18200,-2384200,-1728545,9238775,7867860,8106280,-1072890,-2503410,596050,-3516695,1609335,-3814720,6854575,-4470375,2861040,1251705,5245240,-953680,1668940,-1847755,4529980,-1251705,476840,3159065,12993890,4053140,-2682225,298025,-4828005,834470,3814720,-3874325,-596050,-1311310,6735365,1192100,-2682225,0,1072890,-2503410,3576300,5364450,8046675,4410770,2384200,3099460,476840,-4887610,-4410770,-357630,3039855,-25689755,-21696220,-34988135,6616155,-2563015,4291560,1549730,2205385,2205385,-2861040
18300,2861040,3039855,1788150,2324595,9000355,2145780,4351165,-2264990,-119210,-894075,536445,4112745,1192100,1728545,715260,5602870,3099460,3933930,2980250,1549730,834470,-6616155,655655,10848110,1609335,-238420,5722080,894075,2384200,8165885,0,357630,715260,12278630,6675760,9417590,9715615,5841290,8761935,3993535,10311665,5126030,5185635,9536800,1668940,6616155,-417235,-1728545,-5126030,5304845,-8106280,-6973785,-13709150,4172350,-2622620,4351165,3576300,3457090,1728545,1549730
18400,-1549730,1072890,-3695510,-5602870,2801435,-1907360,2622620,-3755115,-9119565,-834470,-536445,-3039855,-1907360,774865,-298025,3278275,-3039855,-894075,-834470,-2086175,-2622620,-4112745,-953680,4112745,4649190,417235,2503410,-2622620,-2264990,0,-2861040,894075,2980250,7331415,178815,-2384200,8761935,-1847755,5960500,238420,5006820,-2086175,-2086175,3933930,-5900895,3695510,-894075,-1370915,-2443805,-1251705,-4470375,3039855,-4529980,2741830,-5543265,596050,-1609335,-4887610,4828005,-1668940
18500,-2980250,1728545,-417235,5245240,1609335,476840,3278275,238420,-2324595,-1668940,0,1311310,417235,5364450,-2384200,1788150,1132495,-4291560,3755115,5304845,-1728545,536445,1370915,-1966965,5483660,2026570,3218670,-1251705,-476840,-3039855,-298025,4828005,834470,-655655,-2264990,-953680,3576300,1430520,3874325,2622620,6794970,-1013285,536445,-655655,-238420,-3099460,4231955,-715260,1192100,-59605,-2622620,1370915,-1072890,5841290,-834470,7569835,2861040,-7748650,6854575,-59605
18600,-774865,655655,-1490125,2801435,1847755,2682225,2205385,-715260,3159065,-1966965,-1490125,4112745,-4172350,1192100,-1311310,4947215,2026570,-4887610,4529980,-2264990,-1907360,3576300,4053140,-238420,6794970,7569835,238420,4649190,-1907360,1609335,2801435,2205385,2682225,-5781685,3576300,-2205385,5245240,4828005,4351165,-2741830,4529980,-5841290,1549730,4589585,-2980250,2622620,-774865,1847755,2324595,-5483660,178815,9357985,5245240,7391020,-2801435,7450625,1728545,3039855,417235,-715260
18700,5364450,3278275,8463910,7033390,2384200,1192100,4351165,-834470,-298025,5185635,357630,1847755,-894075,2741830,-417235,8761935,2861040,-476840,8225490,3814720,-1668940,2622620,7450625,655655,3516695,4768400,3576300,6556550,-3755115,5304845,4947215,2682225,-119210,-3397485,3516695,536445,3099460,2622620,6616155,2026570,5364450,-357630,8165885,8106280,2682225,4291560,-3755115,4053140,6854575,894075,10728900,10848110,6973785,3516695,4768400,1609335,3993535,4529980,-357630,2622620
18800,7212205,1192100,4887610,4887610,2682225,1907360,2920645,5364450,2384200,4053140,-59605,3933930,1549730,2741830,-1132495,10907715,1013285,119210,4231955,6496945,-2801435,4291560,4053140,3218670,5722080,5960500,5900895,2920645,-298025,3337880,953680,2324595,-834470,-1370915,-4291560,-2384200,834470,-1847755,2682225,3814720,-238420,3755115,4768400,4291560,2145780,-2145780,1072890,6377735,6556550,5006820,7987070,15854930,10550085,3397485,1013285,5006820,-178815,-3159065,953680,417235
18900,5960500,2563015,1192100,-1609335,1311310,5185635,3337880,3099460,4649190,-2622620,3516695,4172350,1430520,3635905,-298025,5006820,3576300,-2741830,-2563015,3039855,-1966965,1668940,4649190,-834470,-774865,5900895,5781685,1013285,4708795,-2741830,3099460,-1728545,4589585,-4410770,-2563015,2563015,3099460,655655,3635905,3278275,-2682225,1549730,5781685,2205385,6377735,-2443805,1132495,2026570,5662475,178815,8702330,21755825,8821540,7867860,3874325,178815,-476840,-5722080,-298025,-1370915
19000,1847755,-2920645,2741830,-596050,0,6675760,4410770,-2384200,2443805,-536445,-3933930,7271810,-2920645,4231955,-1072890,2741830,1728545,59605,238420,715260,357630,-238420,5722080,1788150,1966965,3755115,3695510,-1132495,6735365,-3993535,953680,3695510,3516695,-4053140,-2980250,-2205385,1728545,2563015,2205385,2801435,-59605,4768400,10132850,178815,5662475,-2503410,-4768400,3695510,-655655,-3933930,13291915,16212560,7748650,5006820,4053140,3337880,6914180,2384200,-8583120,-1072890
19100,-4291560,-5662475,-6735365,-3457090,-2920645,-59605,1192100,-3039855,-476840,-2622620,-9000355,-536445,-5900895,-2264990,-655655,1132495,-5304845,-7748650,-5960500,-1668940,-6079710,1728545,-2264990,1728545,-655655,1907360,596050,-4828005,1907360,-10192455,2324595,-7927465,-5841290,-4291560,-7689045,-1907360,298025,-3159065,-11682580,-953680,-3814720,3337880,8583120,-2443805,-1013285,-7391020,-6616155,-894075,-5900895,-8046675,11622975,7092995,7510230,-3337880,-5900895,-6794970,2443805,-1072890,-7867860,-3576300
19200,-9775220,-5304845,-9119565,-10311665,1132495,-10609690,-6914180,-6616155,-2622620,-9059960,-13172705,-4053140,-9834825,-9298380,-1072890,-4649190,-6794970,-13649545,-6437340,-2861040,-16331770,-4231955,-7569835,-6258525,-5781685,-3337880,-357630,-7450625,-6914180,-14185990,-4172350,-21040565,-9357985,-11921000,-12397840,-10907715,-4708795,-12934285,-8225490,-9119565,-12278630,-10728900,-3576300,-7808255,-6973785,-8404305,-12993890,-9238775,-9059960,-7927465,-23424765,-27775930,-34988135,-2145780,-1192100,-6973785,-3099460,-7331415,-9954035,-9775220
19300,-298025,7331415,2741830,-1847755,4649190,417235,-298025,3337880,3159065,3457090,2205385,6616155,953680,4828005,-536445,3635905,3278275,774865,2682225,1728545,-5662475,4410770,4649190,3218670,3397485,6318130,2026570,-178815,5126030,-2443805,6437340,2264990,1788150,-2682225,-6377735,-178815,8046675,3457090,3755115,3397485,774865,-953680,5722080,2086175,7033390,3993535,-2264990,-4231955,238420,7271810,-10132850,-9000355,-23424765,10609690,3159065,3933930,-357630,1490125,3993535,3993535
19400,4410770,7569835,7033390,3337880,476840,1788150,417235,0,-1370915,-357630,894075,3218670,1072890,2980250,-655655,3695510,774865,3039855,3099460,-536445,1072890,2264990,4529980,1311310,-1013285,5543265,1966965,-1311310,476840,536445,894075,238420,655655,-5662475,-2503410,3278275,6437340,-1132495,1549730,5900895,-3635905,-1668940,536445,5185635,2443805,894075,-2741830,4529980,-3874325,3635905,-2741830,3159065,-8404305,4887610,-1966965,10132850,1609335,-1311310,4470375,5483660
